   -5.165364     1.363764    -0.898108     0.573051    -0.175230    -1.339954
    0.902013     0.707320     4.081189    -0.577052     0.425472     0.179867
   -1.879616    -4.835230    -4.403598    -0.694153    -0.766538     0.455033
   -3.856002    -3.758754    -3.123650    -0.817974    -1.559255     0.579605
   -0.959823    -0.237282    -0.395195     0.463916    -0.898300    -0.053513
   -2.382071    -2.511382     0.020943    -0.096545    -0.352276     0.253673
    1.239996     3.505963     4.293468     1.027419     0.677408    -0.001175
    4.208760     3.840733     7.287010     0.483444     0.959731     1.104495
  -11.448663    -0.901303   -10.515656     0.761720    -1.901134    -2.223851
   -2.434654     0.450556    -1.442562     0.723880     0.111837    -0.846025
    1.463929     3.136414     5.117670    -0.295120     0.881524     0.966334
    1.006946    -0.503769     1.379269    -0.320148     0.297111     0.508650
    1.097519     0.237815     2.590670    -0.805411     0.766234     0.496932
   -7.465674     0.694669    -3.118448     1.809094    -0.761952    -2.154671
    2.160493     6.423637     5.538831     2.345841     0.284032     0.253651
   -0.392069     3.959764     3.096038     0.935259     0.858773    -0.271187
    5.745584     9.114121     8.769047     0.989511     2.269332    -0.174745
    2.143415     5.993180     4.433957     2.920440    -0.798064     0.156104
   -1.530933     0.676930     1.427019    -0.180285     0.271133    -0.162098
   -9.213920    -7.629695   -10.499123    -1.394741    -0.969746    -2.090380
   -4.809767    -0.032690    -1.145186     0.446963     0.080041    -0.838566
    1.276063     5.597821     3.796221     1.454362    -0.864173     0.855505
   -7.257330    -6.053076    -8.681188    -0.064293    -0.935022    -0.971525
   -3.898034    -5.467786    -4.697337    -1.530256     0.228302    -0.469326
   -2.584034    -0.781561    -0.628315    -0.090957    -0.097848     0.167197
   -3.491514    -3.610598    -3.194734    -0.781570    -0.582116    -0.478192
   -5.634457    -8.880979    -9.416157    -1.888729    -1.007475    -0.486859
   -1.387392    -2.472728    -1.823883    -0.941943     0.039957    -0.124607
    8.737064     2.332730     6.469550     0.034340     0.381900     2.970156
   -2.250556     1.183598     2.364350     0.361164     0.628857    -0.597038
    6.755935     1.891482     6.053462     0.299540     0.482481     1.688276
    4.076356     2.305300     5.294814    -0.053378     0.747981     1.588814
   -2.088605     4.844651     3.606092     1.380470    -0.402537    -0.559265
    1.409355    -0.668435     0.096993    -0.907102     0.261102     0.489773
   -4.175304    -8.945899    -7.487132    -2.813280     0.163674     0.061669
    6.191273     4.238531     8.131591     0.534010     0.472889     2.259616
    5.670602     5.209865     8.607597     0.144324     2.007878     0.754722
   -1.141669    -3.853064    -6.031641    -1.112683    -0.031886     0.302495
   -6.090883   -10.396076   -13.284218    -1.452235    -2.448208    -0.094623
   -0.594237     5.659186     7.580330     2.147528     0.708057    -1.644768
   -0.514743     2.116555     1.995783     1.007635    -0.220893    -0.520523
   -3.763175     1.229411    -0.247350     0.854209    -0.071102    -1.139363
  -13.394474    -8.333332   -13.412696    -1.154268    -0.833996    -2.768818
   -1.911902    -0.336830    -1.507793     0.147681     0.611826    -0.148284
    0.861848    -0.533555     1.131563    -0.922427    -0.239804     0.680168
   -5.091613    -1.817744    -3.865903    -0.479457    -0.097246    -1.078953
   -3.862522    -3.273855    -4.423376     0.211655    -0.799270    -0.773233
   -2.046866     6.863315     6.080735     2.036454     0.972659    -1.110931
    4.594503     9.876252    11.901702     2.625872     1.929568    -0.537130
    7.859454     6.605708    11.056710     0.871237     1.958800     0.762969
   -6.480736    -5.411543    -7.985214    -0.101754    -1.519739    -0.691582
   -3.737942     1.563151     1.174744     0.402807     0.365539    -0.894718
    0.496908    -1.130814     1.261737    -0.213364     0.204102     0.405698
    1.268144     7.652511     7.649167     2.620641     0.453708    -0.387833
   -1.634360     0.843064     5.386352     0.250665     0.868009    -0.406890
    1.986545     1.399264     2.872760    -0.065333     0.754505     0.527030
    3.153407    -1.658350    -0.146153    -1.373059     0.165736     1.491654
   -1.050446     3.970054     9.283217     0.551067     2.244199    -1.605275
    5.140861    10.379318    12.469520     2.103710     1.852987    -0.072331
    1.011735     2.052826     3.477522     0.519908     0.646157     0.100772
   -2.334874    -3.322082    -2.558756    -1.704053     0.312722    -0.441097
    0.335012    -0.121052     0.759044    -0.045257     0.876640    -0.196207
    9.025071     6.894246    10.495701     0.779012     0.533775     2.388377
   -0.237443     3.281696     1.244514     0.998745    -1.785965     1.313883
    7.540292     1.883578     8.057541    -0.895761     1.050430     2.694817
   -3.726386    -4.354624    -3.286836    -1.798147     1.446712    -1.307288
   -8.840730     2.904126    -3.289442     1.991547    -1.139637    -2.261151
   -2.157314     0.390567     1.269681    -0.024899    -0.000951    -0.466598
    5.235896     6.395621     9.916638     1.063671     1.307742     1.227325
   -1.768263    -4.687460    -1.816967    -1.411627    -0.409088     0.285447
   -5.670442    -1.525936    -4.183351     0.542719    -1.251934    -1.299593
    2.837709     5.860291     8.442800     1.177945     1.647945    -0.003589
    4.513760     2.278565     7.175812     0.157191     0.417853     1.318302
   -0.222454    -0.792742     4.605785    -0.946897     1.209626    -0.848835
   -4.033175    -5.785383    -8.735671    -1.662003    -0.626968     0.050173
   -2.853499    -1.476411    -2.333886    -0.065470    -1.487576     0.327435
   -2.315922    -3.970772    -4.014963    -1.162120    -0.074466     0.387594
  -11.639470    -8.468973   -13.013544    -1.181898    -1.805747    -1.700674
    4.099769     3.760765     7.919966     0.997753     0.159104     0.896918
   -1.930744     0.014389     0.175216     0.386224    -0.938691    -0.182482
   -4.230277    -0.662424    -4.227095     0.637273    -1.250547     0.273062
   -3.819460    -4.196894    -5.500536    -0.222713    -2.062094     0.700194
   -1.793614     2.561788     2.607993     0.887330     0.251705    -0.171353
   -6.869335    -2.258379    -6.492144     0.404260    -2.070426    -0.631500
  -13.765668    -7.912082   -12.647398    -1.429091    -1.142571    -2.615884
    2.531345     3.888055     5.435670     0.766383     0.712512     0.474035
   -0.082729     0.308742     2.330928    -1.173233     1.024470    -0.033451
    3.455839     6.849509     6.986188     0.833937     0.487234     0.988791
    3.718009     2.748283     7.513251    -0.632654     1.576646     0.592656
